,model_arima_010_c.mean,model_arima_010_c.sd,model_arima_011_c.mean,model_arima_011_c.sd,model_arima_011_nc.mean,model_arima_011_nc.sd,model_arima_021_c.mean,model_arima_021_c.sd,model_arima_100_c.mean,model_arima_100_c.sd,model_arima_110_c.mean,model_arima_110_c.sd,model_arima_112_nc.mean,model_arima_112_nc.sd,model_exp.mean,model_exp.sd,model_gaussian.mean,model_gaussian.sd,model_hwes_ada.mean,model_hwes_ada.sd,model_hwes_adm.mean,model_hwes_adm.sd,model_linear.mean,model_linear.sd,model_linear_acf_first_nonpos.mean,model_linear_acf_first_nonpos.sd,model_linear_embed.mean,model_linear_embed.sd,model_linear_seasonal.mean,model_linear_seasonal.sd,model_loc_mean.mean,model_loc_mean.sd,model_loc_median.mean,model_loc_median.sd,model_mean.mean,model_mean.sd,model_mean_acf_first_nonpos.mean,model_mean_acf_first_nonpos.sd,model_naive.mean,model_naive.sd,model_naive_drift.mean,model_naive_drift.sd,model_naive_seasonal.mean,model_naive_seasonal.sd,model_ses.mean,model_ses.sd,model_sine.mean,model_sine.sd
0,0.5153172579870711,0.4689020573888211,,,,,,,0.48744735920117466,0.34170775405643095,0.5247671420451515,0.5482294427098554,,,,,6.708379425144275,6.959997108202397,,,,,0.5779494711994533,0.35548561758805736,1.2,0.44721359549995804,0.5018184651805287,0.47895294404075095,0.7234205063990924,0.2063347745260129,0.5080717080747787,0.33255232158285475,0.5501802475537044,0.3005276234783782,0.6068090634259301,0.22226464844386717,1.2,0.44721359549995804,0.36635020141490415,0.2292861520748811,0.37951454665366874,0.16307291954859182,,,0.43229820962042725,0.35475577982474876,,
1,0.3739864699047112,0.29832103104237934,,,,,,,0.46777707913887695,0.2150402318649468,0.3521963725352119,0.3022628433609635,,,,,4.748854545115894,4.789266010075481,,,,,0.5367675781558718,0.4538487431063317,1.2,0.4472135954999579,0.8210631615565976,0.6409288424090273,0.7754319518921344,0.16523354216873856,0.4628399965144018,0.2578920417257665,0.4908001668567984,0.33430447856873025,0.6295635658829819,0.15315472518298065,1.2,0.44721359549995804,0.2694193447226333,0.24850896494921204,0.41124266265765314,0.3252470783049797,,,0.3920944361080265,0.2709462644902899,,
2,0.4459081652502772,0.31318887446972987,,,,,,,0.4425623135677174,0.26066701673300413,0.4695501533685912,0.3316928374919324,,,,,5.606879567627063,4.6213708563638445,0.4506680692764813,0.2878763954914195,0.3957112670331282,0.22170676369297324,0.5137633567866022,0.26886248375984534,1.2,0.44721359549995804,,,0.5443671927161422,0.2597411276196708,0.43531819458195764,0.26651771377725114,0.4753705319115646,0.2556630432140875,0.5510696455332056,0.2562936353662493,1.2,0.44721359549995804,0.31548488814780956,0.2534692104321269,0.331702807486248,0.26319454652829544,0.4379230401448079,0.18953833404825593,0.38190979428891175,0.2871686916880794,0.4201796174599554,0.23261406596692225
3,0.4669948975251856,0.3792881514812487,,,,,,,0.4509786486800064,0.42176475414077286,0.5127829247993004,0.46408895478209566,,,,,4.524579434421895,8.524553973637898,,,,,0.5587545571523059,0.46770780827669806,1.4,0.5477225575051661,0.2572305384924987,0.17252035903789403,0.8061452107295256,0.13613087604609023,0.4850088852823129,0.3769853538309782,0.49072125750906037,0.39684010340345327,0.6219754510665375,0.2473245779504674,1.2,0.44721359549995804,0.27189153851013226,0.26928601702241406,0.38559391929814746,0.28812170607506266,,,0.3778648601941278,0.34302852862161554,,
4,0.5045343262622373,0.5072323093492894,,,,,,,0.5010493039488462,0.4155470740968837,0.476897324792105,0.4478131257267737,,,,,3.02036222726164,2.714227993333582,0.5933322972723748,0.5133497838050141,0.6414960405687086,0.5262234245874197,0.6560597289629803,0.47188010191005336,1.2,0.4472135954999579,2.385274158048804,4.66593850649356,0.8119545885551819,0.32913171806395586,0.5851638292523007,0.36740363665443143,0.6188306890848754,0.40882600232830907,0.7855840502134634,0.3031380569791022,1.0,0.0,0.3451954713637525,0.2617417229787464,0.3423597597050277,0.3137063904621567,0.6751510977127795,0.4821791894147521,0.3451954757257732,0.2617417248531756,,
5,0.504859238004619,0.6077143519627594,,,,,,,0.47210252262314684,0.5327777598617527,0.4640256659500939,0.5706937390344335,,,,,4.707648207734939,3.9415756068158654,,,,,0.5261749438226542,0.40737255636468467,1.0,0.0,0.3946497979179586,0.3603818997232067,0.6130749597387266,0.5375547460217945,0.4736340093494385,0.45364035465353597,0.46888487024989767,0.43167127263594174,0.5580802403248899,0.4612183214256828,1.0,0.0,0.3524781974705011,0.29882365237096925,0.35025956704160105,0.2124387929969737,0.6011014121127987,0.5120007387102787,0.47228678235301047,0.5325151125073437,0.8484942039850791,1.3069667763955115
6,0.46517935288578566,0.4554555908000159,,,,,,,0.4110593541634193,0.3894837886564669,0.48790591562322605,0.5021539471121003,,,,,5.086090068675441,7.34149239877425,0.40773951058421176,0.29979160405838245,0.403775137606692,0.2934331435912977,0.52147620627086,0.2671127187169955,1.2,0.44721359549995804,0.5275555606077924,0.312146647850377,0.5320849225496137,0.27540166652211323,0.4243787483019118,0.32573676262978885,0.4343748424763046,0.3343369955602432,0.5248417148260758,0.2699843607701803,1.2,0.44721359549995804,0.29118801259524996,0.19107858986262788,0.3072335954951748,0.25316688148839955,0.39798790774791054,0.2203512267329036,0.3846061689106663,0.3640793067125278,0.5867296022092314,0.43849193708137263
7,0.456589405370469,0.359973209550893,,,,,,,0.4674437232447352,0.2592642530647192,0.4280975639941545,0.33324050550210804,,,,,4.768583486088842,5.5918957731689725,,,,,0.5417879211048923,0.3314146300755843,1.0,0.0,0.6348130280617476,0.5632112283539521,0.5986736075891333,0.23395818054745984,0.4501191405724378,0.25223562616542733,0.491101463759586,0.2848303867919613,0.5469645039975896,0.2158308231765418,1.2,0.44721359549995804,0.3293168736023125,0.235273596450064,0.37414599691617917,0.27083259666075776,,,0.3992628941322541,0.31040015228249257,,
8,0.3717134385047217,0.2699271454580765,,,,,,,0.37470629627618823,0.25117931512835356,0.38591572462551793,0.2919484721862404,,,,,5.881398259933719,5.564065685203692,0.3459967100421282,0.16951107635075693,0.3928329499334444,0.2899413202638326,0.5419493756263764,0.30480118753665825,1.6,0.5477225575051661,0.47216503652667646,0.494302315534669,0.5338708802729493,0.12666436766491185,0.36844143826208126,0.2121012411107985,0.37426065616407245,0.23900444361734133,0.520337761529788,0.13305671765469926,1.2,0.44721359549995804,0.23366753082945285,0.15404960296138684,0.43786161179093613,0.3342833156925757,0.42388847996800455,0.2227225619640396,0.3082983068365256,0.21101878451129297,,
9,0.5238891159653869,0.4175809868110226,,,,,,,0.5676328761671352,0.4905385883982187,0.533464748551975,0.4899884996359877,,,,,5.225330282363671,7.775657415731064,0.5406328315609649,0.4004207171305517,0.5835324767111572,0.3988471188627145,0.5466539536988171,0.3627773958993721,1.2,0.44721359549995804,1.130880774524079,1.8584146501526237,0.6611800201727741,0.32722635403392336,0.5357999455443545,0.3499972469600007,0.5347735003166282,0.3280092155361284,0.6447503278490319,0.2930868759647894,1.2,0.44721359549995804,0.3771897111969744,0.25765202094616896,0.42325534361251843,0.2908112017813977,0.5935075212869216,0.3903433614436874,0.48943590541965254,0.429942052975908,,
10,0.42025695129927654,0.31762113473067116,,,,,,,0.5154703352123193,0.5235011182437503,0.4367059320033082,0.3445794049532082,,,,,4.792538877661029,8.59021761846561,,,,,0.5062275366933877,0.4655013686987421,1.2,0.4472135954999579,0.6240332503805809,1.1063840363405129,0.8614378531826915,0.4649272674319174,0.4977358890818394,0.4673744171857873,0.5044870705493748,0.43252148520062883,0.7246272689240332,0.3955518495771508,1.0,0.0,0.43809927316820935,0.46374435132495223,0.4707870161922048,0.4073658395842532,,,0.44996814478187286,0.5234088055974879,,
11,0.4746665452884093,0.3807279168681755,,,,,,,0.38614156716584935,0.2407827868560815,0.4636919936209475,0.35759123095034184,,,,,3.9370602593916737,3.162099387886588,,,,,0.4737643519762761,0.3782925790745852,1.2,0.44721359549995804,0.46917270313344084,0.35691595867147213,0.6134733837835841,0.24576738632657322,0.41723096614624244,0.2708291036931366,0.4218720368709447,0.28680723912776285,0.5669430152453646,0.1822765120251891,1.2,0.44721359549995804,0.2638243046561737,0.16499986456270832,0.341456959599033,0.2530825620614421,0.53129391716492,0.37275660811016387,0.2641647430902249,0.1653555069686523,,
12,0.478897313868219,0.5276879515590945,,,,,,,0.4569391503917797,0.4301324929540067,0.514744746537673,0.5436163069500397,,,,,3.4782887388062442,3.7828744656639812,,,,,0.56861657367327,0.5007811612500929,1.4,0.5477225575051661,0.6069799337736153,0.8869451269320578,0.8757749634843174,0.4364545941271445,0.5399740232865184,0.4191361026719439,0.5706587515791575,0.4395070202793256,0.7192916603116533,0.26431230223135666,1.4,0.5477225575051661,0.3622674942939998,0.3495491498244142,0.37888968172882326,0.3895029466154235,,,0.362267496689815,0.34954915216576465,,
13,0.2975009969102683,0.14017481055239495,,,,,,,0.34729501545770625,0.3237097572940907,0.2927590771251534,0.14640281487379544,,,,,3.0426800794710043,2.4837177638230714,,,,,0.5114700857166847,0.38876299205953213,1.4,0.5477225575051661,0.8253209575250766,1.3281388005217194,0.6264779257385306,0.20429201916715828,0.37836675217559923,0.29272259921476607,0.4150433021936365,0.2981685374515917,0.5576951719359118,0.2679005488094542,1.0,0.0,0.33765657935037324,0.2505431312366325,0.44633665471168105,0.30146219023643617,0.4267613694881261,0.3005740047783843,0.28520236425326845,0.26777584983816427,0.3831118578259881,0.34658504721564604
14,0.5620027623013941,0.5897024292219001,,,,,,,0.5235767283814389,0.6073130800720031,0.5972962953138169,0.6644194623381023,,,1.3896724501063332e+28,3.107402064896446e+28,5.494311792935184,8.754489271775784,,,,,0.6148493392295686,0.38585721815704455,1.4,0.5477225575051661,1.052762283253852,0.5915457468439879,,,0.5618185708999595,0.5072486390756961,0.6009076368616524,0.47864457055383086,0.6601482120217376,0.47384998245734145,1.2,0.44721359549995804,0.4091459255226457,0.35086632747000784,0.38678532161360474,0.3071690330411383,,,0.5171872463343447,0.5729809118119877,,
15,0.5061296037583995,0.314350708604747,,,,,,,0.5879219389907421,0.35445835382834523,0.5291769153119745,0.31206638225300876,,,,,6.6928262564830066,5.012038148815039,,,,,0.6134914985295112,0.28469073924946864,1.2,0.4472135954999579,0.5590038285021977,0.30329913030841316,0.7661802590596396,0.45121503771731686,0.5692314656592853,0.255111069059864,0.5928900776246704,0.3423611569928543,0.6969362252211146,0.285149880306239,1.0,0.0,0.3480115582214354,0.2573962248785512,0.354532192535308,0.238750561166262,,,0.5136760965633007,0.32690872972448354,,
16,0.534771793770669,0.3249887207410537,,,,,,,0.4820549004459247,0.486616118587125,0.5861042127714298,0.4103157586875228,,,,,5.060177502246563,7.37119668377218,,,,,0.5696328728213217,0.5307548782706666,1.2,0.44721359549995804,,,0.712234876708194,0.37600747647106414,0.5134304917821212,0.48868620526946416,0.5608836190113078,0.5136487807746551,0.6246147206508708,0.39812205773718207,1.2,0.44721359549995804,0.3288191680809093,0.34950270294583324,0.4147383857251592,0.2739463999867692,,,0.44293057971450633,0.5017274387657645,,
17,0.42913807028428747,0.39122177021776156,,,,,,,0.39484092296080037,0.361793411783729,0.4286098901888198,0.3773009116104183,,,3591.4552278503993,8029.238916364848,3.5196966588173106,3.560132965180838,0.5086003931917957,0.3347807179440278,0.4573863540543863,0.3100465385612056,0.4883201287071576,0.3584675632861389,1.2,0.44721359549995804,0.23236603961243096,0.1951104872377434,0.56605097972818,0.2925395510366908,0.4063964583733621,0.2738214786553522,0.429914543223322,0.2733757194179302,0.5362634792628278,0.2992709244144922,1.2,0.44721359549995804,0.2985976269441549,0.17110798847688652,0.36622446314249213,0.2638229115891296,0.4793759030323363,0.35063371050210806,0.42189452918583487,0.38148374072911156,,
18,0.4643246737745955,0.2818323766911991,,,,,,,0.47972597676498435,0.2718441994702472,0.46816042245592965,0.28229337393548803,,,,,4.401489687945675,6.2174315368488,,,,,0.4916203946250065,0.40112542627025766,1.2,0.44721359549995804,0.32197321697198084,0.21496759163826196,0.6816565225727472,0.19168872135779438,0.4312758185321844,0.2724356696093786,0.44491001544217623,0.2658577761098698,0.5605527306286673,0.19719904946128938,1.2,0.44721359549995804,0.31533954136086184,0.2224848457628218,0.4136320269082521,0.28364695733677375,,,0.3969303374671877,0.303579980261795,0.453156160313665,0.34523679436851984
19,0.4416142645145157,0.3223844368266534,,,,,,,0.4186302805497957,0.3150868536980274,0.4082592136430228,0.2712241196936228,,,,,4.684402434060456,3.954833482563374,,,,,0.5555864886451511,0.3685086836858494,1.4,0.5477225575051661,1.032915409232468,1.1456844302475606,0.6529543317525892,0.2658288382618045,0.46237963810478594,0.31119868674469425,0.5252626862892052,0.31516170385236575,0.6082731507711369,0.22688802160446,1.2,0.44721359549995804,0.3158465326507561,0.2877942694847489,0.3764869180876153,0.2950126712165926,,,0.3935020847898105,0.29999125127250875,,
20,0.41980936336173524,0.3263109691168107,,,,,,,0.4412023338891194,0.34022139737496204,0.4559103109458945,0.4120178472497421,,,,,5.2686671510975405,7.867002088912386,,,,,0.49079049875935776,0.3103853217921152,1.2,0.44721359549995804,0.5714007912399814,0.5938067742166266,0.6450446332463893,0.1614038542959454,0.41960207851267006,0.26547327675452337,0.4685668640006805,0.2418838019988284,0.5246620866491358,0.18169392608057844,1.2,0.44721359549995804,0.2890847766318336,0.2065696684503333,0.38141506854923857,0.2711543018390138,,,0.33962405873577045,0.22538643580600018,0.5586522844214846,0.41264728510413606
21,0.5551623590562815,0.6509583694038539,,,,,,,0.6213645219393762,0.8243847350615997,0.5476459632762322,0.6520639322059931,,,,,4.456520651097703,5.147296291168943,,,,,0.7996462937606535,0.9193258337186269,1.4,0.5477225575051661,0.8482424330156009,1.0704842218679977,1.0310593403061337,0.5216039602111824,0.6986801019071334,0.8545139274594307,0.7640545321659481,0.9456294704000202,0.946246520997571,0.6740608469123628,1.2,0.44721359549995804,0.5283158470116456,0.678308287991139,0.6274321743707834,0.6650916747586451,,,0.5459038192691998,0.7262373318380584,,
22,0.4363346669218989,0.38428382644209913,,,,,,,0.42075161327149874,0.3588427588800702,0.4485259575623705,0.4092771994251022,,,,,4.784752087487552,4.881157038804377,,,,,0.6082519158002831,0.39914485263939353,1.0,0.0,1.1752225100184053,1.0239992085709182,0.9032617842593226,0.1572022841059666,0.4594825677216405,0.27813446260675356,0.4675658084353825,0.33453389912462617,0.6212223181707548,0.23656872262227693,1.0,0.0,0.2106524859168503,0.24819263673935021,0.38420365120297656,0.29273673774064846,,,0.2559713441177054,0.2442341522318751,,
23,0.4907628178837313,0.36219004404320654,,,,,,,0.4946180914640161,0.3806812754136311,0.4922702951595606,0.37179554837751616,,,,,6.2277568851457605,6.300174760405724,,,,,0.5799309409675202,0.42136762771027,1.4,0.5477225575051661,0.8894007984417225,0.7492118103437122,,,0.5327974815838024,0.33541436686574544,0.5767477649007989,0.3584392150091957,0.6638403823378527,0.261703481614517,1.4,0.5477225575051661,0.31788790424284785,0.22261454018443416,0.3715756059019058,0.2139999374632905,,,0.4211362436341055,0.32530538457510216,,
24,0.3649180125994474,0.3433754378501288,,,,,,,0.4374845883939632,0.32584162904860425,0.3683810336783763,0.36611919153216715,,,,,4.62466971221744,5.165824171070072,,,,,0.4815211347701787,0.34936600181871824,1.2,0.44721359549995804,0.3767538648995022,0.21585271450835053,0.7107983762814217,0.1995278706491852,0.42456630606011886,0.2395710144380823,0.4281311301628481,0.2520440634714899,0.5751628921602494,0.18652148536268173,1.2,0.44721359549995804,0.22528716842418542,0.1556451575998114,0.3182108784189036,0.23931707540733618,,,0.36903790647239265,0.30869124966716754,0.8690011182317722,1.3627964856025565
25,0.3852842304081534,0.3340395981365822,,,,,,,0.40887862495131405,0.2666658886860234,0.41685982479817696,0.4225073893828356,,,,,5.176076468888331,6.822520035913415,,,,,0.4589070402262556,0.28285189733027377,1.4,0.5477225575051661,0.37573056903085916,0.32081547421292106,0.7539707008038539,0.24867290690096275,0.40446669249810496,0.14552460692178112,0.376958571151785,0.1818122459351172,0.5068357307952868,0.17923853747399035,1.2,0.44721359549995804,0.26118170768211363,0.18702732532409597,0.393093207302621,0.32826412652656645,,,0.3553327978859459,0.27123874014584426,,
26,0.395884172030296,0.2760803871813394,,,,,,,0.4829535968461517,0.4283990262414279,0.386858856192729,0.2695181798009298,,,,,4.623317975050054,5.026414503828246,,,,,0.5605985640535572,0.5710371232942805,1.4,0.5477225575051661,,,0.7967787352143247,0.3539893515665392,0.5104591191337128,0.4689649492896329,0.5349013849794091,0.48521627301785625,0.7267059710580804,0.3046213377187603,1.2,0.44721359549995804,0.40718991429211293,0.4502496711208956,0.49206409451291916,0.43470792768048,,,0.39329820844726826,0.38815284833175906,,
27,0.39922057604765615,0.307613738519795,,,,,,,0.4228902971909565,0.3179689056075445,0.4297950389180518,0.3153309502125921,,,,,4.516666084877848,3.571511153052001,,,,,0.6669114354815333,0.5061076455523298,1.2,0.44721359549995804,1.634252468426466,1.819872938309437,0.8916041272516549,0.25405150633115675,0.47458775698285927,0.39035223455266427,0.5043041391791065,0.44061164595777363,0.6601840207200669,0.3253953686270122,1.0,0.0,0.2942564321106502,0.295814554596823,0.48834194837054323,0.3827954726227434,,,0.31237298754334486,0.2899724379843782,,
28,0.529630275928635,0.4277751357211764,,,,,,,0.5171520796013898,0.29722150558763666,0.535795940942967,0.40410380651982,,,,,3.671737781991971,2.2785900801490966,,,,,0.5740323015487601,0.4818298731309625,1.4,0.5477225575051661,0.4593391898805425,0.39325769239997016,0.7403080212512932,0.23585015283359487,0.49969739798753154,0.3540614957829417,0.5430731372653561,0.3627271327167777,0.703224502558427,0.19348368170502947,1.2,0.44721359549995804,0.37166796302298966,0.3848755489772406,0.46438295965823784,0.43203491787866694,0.6515242217236537,0.3983970516906045,0.3875639751312808,0.37302413876587204,,
29,0.6685791177048662,0.32186348362059153,0.6716284778077843,0.32567148695342113,0.6648344037834097,0.316880268679967,0.6662252143103962,0.3092093938651267,0.3607973262659211,0.22341463658985677,0.6702736920519025,0.32391245915187383,,,,,3.5383643253435153,2.9625673972385513,,,,,0.4432232327691638,0.17737140031010162,1.4,0.5477225575051661,0.15658984320821603,0.05574075054736404,0.4519033959801929,0.21177897157095993,0.3543136496100586,0.13718926454437977,0.36483769218765694,0.11077679429220677,0.40380884986810023,0.19199160010207725,1.4,0.5477225575051661,0.40879838801870694,0.23913962013593085,0.4689977336100156,0.27064951701794365,0.46818552755212706,0.1363501787712999,0.4070580516803698,0.2376907497080738,0.4460373678818038,0.23334005724212267
30,0.49161851758604247,0.3498142073241626,0.4925360734008903,0.34745714991169996,0.48486402442944837,0.34225198653306577,0.4909120457664776,0.33684829243997794,0.3752878106179816,0.23210225988890526,0.4926901308631496,0.3487596812149663,,,,,3.079284796473252,1.36301425116246,,,,,0.4916593358064348,0.1833886307050414,1.4,0.5477225575051661,0.4709619846458746,0.4280646846821188,0.3960076684214065,0.23665391586711232,0.3974218428403188,0.18746710473310652,0.39185905800896564,0.16661474256079054,0.3898494684866518,0.2208687375497871,1.2,0.4472135954999579,0.4497991124929063,0.3444083067857375,0.5262195831768725,0.4240926347882689,0.4047213193089691,0.2016251438283363,0.4284985293542641,0.3297443920733683,0.5775745974379662,0.37478297925004017
31,0.6126480143142183,0.3469465480365963,0.6118808630522773,0.345847810109698,0.6083317012028436,0.3476604424520065,0.6126545506054559,0.347507601267552,0.4324527154261039,0.3483608672520997,0.6125384268453506,0.34247696976695075,,,0.571988130752248,0.32541355695871593,5.315522028469954,1.9228622522167902,,,,,0.5629687780525001,0.323455566315441,1.8,0.8366600265340756,0.17443249456300863,0.07415127697956055,,,0.5362618740788199,0.3008111358049663,0.5591244043602717,0.298640239205689,0.47617620396170296,0.3428092783324636,1.8,0.8366600265340756,0.4319003302983031,0.3667123802409333,0.4538394415612861,0.3448610697182141,,,0.43182148957693867,0.3665395929846606,0.5406321284075591,0.4422472135668357
