,acf.mean,acf.sd,acf_detrended.mean,acf_detrended.sd,acf_diff.mean,acf_diff.sd,acf_first_nonpos,acf_first_nonsig,autocorr_crit_pt.mean,autocorr_crit_pt.sd,autocorr_out_dist.mean,autocorr_out_dist.sd,first_acf_locmin,gen_autocorr,gresid_autocorr.mean,gresid_autocorr.sd,gresid_lbtest.mean,gresid_lbtest.sd,pacf.mean,pacf.sd,pacf_detrended.mean,pacf_detrended.sd,pacf_diff.mean,pacf_diff.sd,tc3,trev
0,0.13628857644953418,0.5875073954978519,-0.06213653038980249,0.3335189854213721,-0.10509500938710675,0.3244941346564376,1,1.0,5.4,3.5071355833500366,0.19367776133084907,0.21414850793567472,2,49880614.99406381,-0.04553337442903593,0.3311109193455937,0.15275870721045337,0.07630663791551262,0.39983687329557455,0.4583586785280584,0.2005581094705471,0.3910226488531835,0.2005581094705471,0.3910226488531835,0.9972704083816916,-1.0285135363197748
1,0.15795326273276908,0.6009639527018383,-0.06020255680627593,0.3158111379232276,-0.13133876629903748,0.3999931855198049,1,1.0,5.0,2.898275349237888,0.28570325701736377,0.21006135123054667,2,55142364.275572345,-0.06937595062879709,0.24146171401531016,0.06793368323627128,0.027456700182892382,0.4603819772159185,0.46683442057479196,0.2927651465966633,0.33140957678265776,0.2927651465966633,0.33140957678265776,0.9980553564746906,-1.3608746499917115
2,0.1519183522023161,0.5536338142030247,-0.07972772947357117,0.2557557940640902,-0.05697418657828385,0.2503911054114094,2,1.0,5.166666666666667,3.0605010483034745,0.24028048296773602,0.157075227664111,2,52849404.1165949,-0.055845643453242944,0.2653404165495538,0.1378793717231178,0.15988513908192278,0.37744199138569573,0.5180672688709689,-0.2857441822539864,0.21162345530345827,-0.2857441822539864,0.21162345530345827,0.9950622752944325,-1.8729364127275065
3,0.09630581169357356,0.6659876374486836,-0.07556145079443423,0.15895698514611148,-0.16628706381435635,0.4947746195826437,1,1.0,6.166666666666667,3.5449494589721118,0.10270269690295705,0.1060077960982813,2,51765028.297866456,-0.07516211255726321,0.1819477585572391,0.25960248170813727,0.20519783640606976,0.29366817136338214,0.6165914694285766,0.23649219452168144,0.499109047983699,0.23649219452168144,0.499109047983699,1.0009637189780936,-0.25256480399340075
4,0.1464238290818323,0.6623358580257754,-0.06447125056735092,0.21234794201737492,-0.05996612382872804,0.27068301614757545,2,1.0,4.833333333333333,2.48327740429189,0.15250455097398824,0.0956474022520613,3,55935276.97824,-0.09067912002815076,0.3149700211193442,0.04339244833364438,0.032027279347225726,0.1779435968396138,0.7540761478934438,-0.18763617360974036,0.07544428277897412,-0.18763617360974036,0.07544428277897412,1.0028184473693862,-1.7689061136108184
5,0.07729868454975224,0.5409340558741486,-0.07395154164719168,0.2874501178151284,-0.06784484702338257,0.3005842067320524,1,1.0,5.5,3.0276503540974917,0.3138636411016907,0.17500611958072543,3,48629219.12937925,-0.014909043739770735,0.3313382694448269,0.17685718448920112,0.1757093428043514,0.33264548395358573,0.4908641602353122,-0.1296197773151613,0.0872463581939029,-0.1296197773151613,0.0872463581939029,0.9993315579060736,-0.6553252213226077
6,0.015239478759478323,0.6355833446050307,-0.06130553423462432,0.13930213833568486,-0.06184869785954216,0.2134747829635222,1,1.0,6.0,3.366501646120693,0.1206056136184257,0.12208528429832562,2,50897256.62401227,-0.05472685880714307,0.20844789596692287,0.22152328809440547,0.13806313749610916,0.3611658823657065,0.5087706962654593,-0.5301082031196359,0.12848326115460312,-0.5301082031196359,0.12848326115460312,0.9995285707529248,-0.26163548086198674
7,0.11718636059781158,0.5855363234080562,-0.0808560764896846,0.2525053147743095,-0.16344356973803967,0.3917266854008583,1,1.0,4.428571428571429,2.819996622760558,0.2326890867224844,0.15903047929198394,3,52610926.22547764,-0.047510074522158004,0.29887344770528873,0.06645663720432951,0.04855121135954028,0.43730994765566805,0.44574102972314494,0.2610413661303192,0.35204449778432506,0.2610413661303192,0.35204449778432506,0.9974768980272631,-0.9228848486459984
8,0.053687824713315326,0.6358580248093563,-0.067268435898916,0.3313652584815539,-0.04910601012989846,0.3219471261012651,1,1.0,4.5,3.1091263510296048,0.15287720236790228,0.10517321760942562,2,57232132.47981665,-0.08935870133258594,0.2962903877606753,0.08570467873609447,0.14697166259793323,0.3273956568705884,0.5281357321710264,-0.33360654033802195,0.23505012713860798,-0.33360654033802195,0.23505012713860798,0.9996354908393514,-0.031874122360841535
9,0.11244461124444317,0.599271891327489,-0.05849379607978868,0.14891614582428675,-0.03870886805115493,0.18218840799476996,1,1.0,5.714285714285714,3.3523268393901033,0.20685703130937613,0.1385313907970227,2,45638598.05661317,-0.0365073384964365,0.22156656033663846,0.2512559009141,0.09089958315300306,0.4040871297964748,0.4207968335707408,-0.34117593502830595,0.08298417028777713,-0.34117593502830595,0.08298417028777713,0.9989484339111436,-0.4827158390803496
10,0.2313851000921685,0.5879292370381864,-0.05407684896004351,0.32945745623248535,-0.09855093258462828,0.3600610845710773,1,1.0,5.5,3.0276503540974917,0.23004441571354434,0.177577965053227,3,43146249.761134714,-0.0399353918928298,0.43841638781750086,0.007876450451109497,0.010375639061375974,0.45268788309267755,0.530570284988239,0.28184015126642586,0.45168531799176376,0.28184015126642586,0.45168531799176376,0.9956410331255955,-0.8145246319502167
11,0.01918946807606861,0.6278485191341978,-0.02763351592340881,0.26244426080009137,-0.037864005532018526,0.3126294996629755,1,1.0,4.5,2.449489742783178,0.18704291200602072,0.17200747034839822,3,51722016.7160305,-0.05959145089760283,0.3258202148333508,0.06256943455076305,0.10194289303517198,0.2284659791198702,0.6899738642922723,-0.372043132146799,0.2683425376532649,-0.372043132146799,0.2683425376532649,0.9993270354926043,-0.8925953205654946
12,0.16505412493585728,0.6448048185647013,-0.03846095138906493,0.12539543831398592,-0.13353662516266782,0.4537515150299887,2,1.0,4.833333333333333,3.0605010483034745,0.25212842523269713,0.17024737104546364,2,43480685.3673024,-0.024431538979366056,0.34613018069238155,0.07861359468545531,0.13759991341869887,0.2643062647764472,0.6283034864394264,0.202873662505095,0.5145830805201765,0.202873662505095,0.5145830805201765,1.0028114674688264,-0.7826927856701337
13,0.21683052799090544,0.5846329912666745,-0.05000116305856891,0.2151027192080544,-0.02358568483904777,0.283644845818027,1,1.0,5.375,3.3779748793788102,0.19992967807969425,0.13373152562673732,3,49074720.27905577,-0.04191952909033874,0.32113814630993354,0.02753573672074802,0.015107307341947523,0.4201492207672705,0.5813470201765752,-0.45171073579587767,0.12847459047378143,-0.45171073579587767,0.12847459047378143,0.9981451960605642,-0.8208488250890741
