,corr_dim,dfa,exp_hurst,exp_max_lyap,ioe_tdelta_mean.mean,ioe_tdelta_mean.sd,kurtosis_diff,kurtosis_residuals,kurtosis_sdiff,opt_boxcox_coef,sd_diff,sd_residuals,sd_sdiff,season_strenght,skewness_diff,skewness_residuals,skewness_sdiff,spikiness.mean,spikiness.sd,t_mean,trend_strenght
0,,,,,-0.014964085202552229,0.29183395805116485,-0.26206788230361866,1.5534903136928246,-1.6087160550734392,,275.4244195005829,78.34454698166113,510.32110793742453,0.938624850905049,-0.6305483255879827,-0.20017426215615575,0.054520720494407614,6137.868041761706,540.6911033919316,7042.717436007181,0.9784999724120756
1,,,,,0.041508485073541816,0.34788114589847097,1.2119864655440686,9.217322930075238,-1.6986291795415898,,244.50589868321669,22.01658687362331,491.76895711475447,0.9948765996438578,-0.8739128917993111,2.1719132811764363,0.4150916354833595,484.73009756380225,75.30474053748489,7400.684077305624,0.9983429822703762
2,,,,,0.019277387439196433,0.3846234922348627,2.2072211995223254,-0.3478045920185684,0.04127309933966972,,241.64288607907903,82.55843347761333,346.3503230118623,0.2681738806854381,-1.2963832337197976,0.26787049477162467,-0.5782267476013622,6815.8949382775045,414.46319965505785,7249.756389649132,0.9746056396892973
3,,,,,0.01112687747528417,0.26710183139521054,1.5529386120198527,9.217322930075689,-1.4610720062041707,,230.59129409366437,49.168735294445185,589.5267149390643,0.9835602148482371,0.10429830737333574,2.17191328117659,0.6342164184527249,2417.564530455219,375.5782251061842,7165.06295590639,0.9934239854818357
4,,,,,0.028416915800759033,0.24724261316516447,1.790408479064702,-0.2419825632482211,-1.4399706289806855,,212.39427662976502,72.8133284575955,519.522859718534,0.6376787926293719,-1.1495112131665308,-0.14914456320754485,0.11604624559173646,5301.780801073688,332.10299056939897,7439.953120861192,0.9890288674335195
5,,,,,-0.33694944165632873,0.4763233411783404,-0.16006112014811347,0.6501690128919626,-0.556180080879654,,214.08624923440382,122.96468871054643,403.56765459348446,0.1492149188270271,-0.44020271223410956,0.15530268661057542,0.033922076931675336,15120.31466968158,1154.4991438175655,6967.08349293882,0.8428515912705267
6,,,,,-0.1355784526965036,0.4686520549395326,0.20006258080792083,-0.522447163778712,-0.6521183913052231,,233.9284952188518,80.62840551818967,288.4183882201098,0.3607072958518731,0.014936964276751103,-0.472150616419639,0.6500817892053204,6500.939776405638,374.83459904676323,7113.077850324388,0.96460915896874
7,,,,,0.03875798405132464,0.2628189639813254,1.197730429814352,9.217322930075051,-1.4619693773356996,,207.5897070224839,12.030787172422212,384.5535459319864,0.9971697096301375,-0.5067022847533323,2.1719132811763724,0.4217157833955452,144.73983998811886,22.48590741635891,7243.229186970832,0.9987320644397508
8,,,,,-0.07700446250717173,0.4050214457470843,1.7593311922592898,0.9019436692162288,-1.053644790117069,,204.36635723928097,62.17046896252142,364.8708471425403,0.7512825945362671,0.16075771460481694,-0.020640152809359165,0.13333750402518973,3865.167211019839,308.43721584909537,7545.732630928678,0.9747724147491693
9,,,,,-0.10759739426491345,0.3872458224786422,-0.7818696998655148,-0.1884787696781265,-1.4132444329356146,,230.21742385359445,88.99505582075574,343.44364578904805,0.5668859785895406,-0.26764262530575966,0.17366377624266438,-0.21704384500115648,7920.1199605394295,503.2907236916026,6744.936879100077,0.9433433381765973
10,,,,,-0.1821911656145712,0.29808364273965005,-1.009687922581637,4.922650793389887,-1.2232618720366342,,178.96281054720362,38.994915386280816,293.6866631584863,0.9636454747989756,-0.19217541897848223,-1.3237404228980736,-0.28077217836371154,1520.6034259832006,185.97856539400564,6557.789851042221,0.9940276866183911
11,,,,,-0.12751036993689077,0.43575911183153426,-0.7419767515462632,-1.1373277572207252,-0.7883457252713972,,169.5561665474193,83.80238626475408,292.9557683343555,0.04928322839544297,-0.60525103059307,-0.03433440396220011,-0.33310025809896093,7022.839943667042,314.91225877214254,7178.993522373233,0.9341105806710877
12,,,,,-0.25758102365923957,0.39562029690240214,-1.2507411126070662,9.217322930075683,-0.825612080659615,,205.25598647520727,26.475692699315864,454.9696820691805,0.9947924854394515,-0.34594328035023364,-2.171913281176592,0.25579494625660565,700.9623039086073,108.89727022871413,6565.043072423564,0.9984519936502492
13,,,,,-0.21600917415566867,0.36352390053113276,-0.22745721264118712,-0.19365960345440358,-0.6385726614087499,,209.36593566679008,97.04261243881622,279.04311656863587,0.2706721833710998,-0.34160182031062125,-0.17311428832206854,-0.10248894393201152,9417.268628950289,597.6075049883841,6993.709187249416,0.9506330676231172
14,,,,,-0.09587778205381035,0.4080997318571495,3.1718186970892157,11.318796407150534,3.1718186970892157,,265.25067274492454,488.32749146412084,265.25067274492454,0.0,-1.3960998035687817,3.2445169829618083,-1.3960998035687817,238463.73891964107,40345.45574402034,7115.377234754076,0.15169129297064388
15,,,,,0.12227547724836896,0.49898291566397307,3.8355620188039348,9.217322930076296,-1.1120245596033,,201.2129713012951,12.659580737439509,483.7140818859902,0.9974689655943522,-1.472729960296808,2.1719132811768045,0.7190448647227407,160.26498444774953,24.897800098938273,8004.853301113564,0.9992482746013772
16,,,,,0.023166373851391996,0.34065634739083483,2.5685682120482785,9.217322930075694,-1.4989430919843252,,239.96062581422024,30.90682772833061,481.84947752358147,0.9917023634617658,-0.7232325373288457,2.1719132811765927,0.43004123147255613,955.2320002287057,148.39907464351052,7389.934618688517,0.9971583996667075
17,,,,,-0.18869549364562152,0.463424414340376,0.38679913878590133,0.6090717959704803,-1.3778009271586777,,165.24446010523053,52.592052721706885,317.77280630780496,0.7086461163407485,-0.1597581245365123,-0.30099583150706993,0.12940511039432587,2765.924009482797,209.59335822030198,7476.301479085157,0.9710864897365211
