,local_extrema.mean,local_extrema.sd,local_range.mean,local_range.sd,lumpiness.mean,lumpiness.sd,moving_acf.mean,moving_acf.sd,moving_acf_shift.mean,moving_acf_shift.sd,moving_approx_ent.mean,moving_approx_ent.sd,moving_avg.mean,moving_avg.sd,moving_avg_shift.mean,moving_avg_shift.sd,moving_gmean.mean,moving_gmean.sd,moving_gmean_shift.mean,moving_gmean_shift.sd,moving_kldiv.mean,moving_kldiv.sd,moving_kldiv_shift.mean,moving_kldiv_shift.sd,moving_kurtosis.mean,moving_kurtosis.sd,moving_kurtosis_shift.mean,moving_kurtosis_shift.sd,moving_lilliefors.mean,moving_lilliefors.sd,moving_sd.mean,moving_sd.sd,moving_sd_shift.mean,moving_sd_shift.sd,moving_skewness.mean,moving_skewness.sd,moving_skewness_shift.mean,moving_skewness_shift.sd,moving_var.mean,moving_var.sd,moving_var_shift.mean,moving_var_shift.sd,stability.mean,stability.sd
0,,,,,,,-0.412052074197446,0.3274221373514802,0.34477169403576746,0.24861755780105968,-0.6931471805599453,0.0,7050.410909218387,453.86875698847086,102.51355200102279,77.59289227678634,7048.404294540534,454.12754094673113,102.60661407526058,78.61271801457995,0.154032706791104,0.23862644326927834,0.18483924814933084,0.253101564309195,-2.3333333333333335,3.2135504345848563e-15,3.148996215300444e-15,2.1923931103272238e-15,,,179.6079346998519,100.10385494972954,91.89927181717677,86.90757913058643,0.0028328015576825506,0.2548385594313516,0.22969022675653583,0.1866838883827583,41844.1058187777,47410.56238428965,37513.77597521128,44968.62900341566,,
1,,,,,,,-0.4849776586909547,0.2888099758142897,0.34364076020149753,0.2477284073248894,-0.6931471805599453,0.0,7419.238277276686,500.0257693198596,87.79092359263467,76.93898029026727,7417.7248364683965,499.8511711513638,87.75985261874195,76.70640996118648,0.2310490601866475,0.25310156430919134,0.36967849629863736,0.2066565618859122,-2.333333333333333,5.153766123130755e-15,5.329070518200751e-15,5.234837653182525e-15,,,145.29574008867095,115.78607885153914,86.65002050538126,100.90982988735365,-0.010669216143787455,0.2637693924633929,0.3325081757212977,0.20009760542783228,33934.380489128824,47359.55690789559,32433.248565858765,44670.2562248806,,
2,,,,,,,-0.2740165393569704,0.2876477564580106,0.3443383186875224,0.31112573294586215,-0.6931471805599453,0.0,7256.084187721029,481.99857205275407,102.36241406481646,88.26885005584045,7254.197877415375,482.20561157279843,102.44401302156786,87.99521485606454,0.20537694238813195,0.2435470938103792,0.2310490601866485,0.24700183507272844,-2.3333333333333344,4.539712672504608e-15,4.6225649570756514e-15,3.75738786821297e-15,,,158.4607472945915,128.06744967588298,88.55701536738026,113.86241035589306,-0.07191088589835638,0.29804168749246457,0.3688558255338325,0.25921171582840985,40797.98133153719,66405.37607279766,34935.50024918995,64952.325034979374,,
3,,,,,,,-0.3680451442741,0.30835495674763824,0.3351886116639601,0.32113204599255,-0.6931471805599453,0.0,7182.537702535005,568.2472980096525,99.3721962855926,89.8900488599838,7181.000248129082,568.1875458532711,99.47303784518247,90.50619218537369,0.17970482458961357,0.1925408834888705,0.1732867951399841,0.20480310236636828,-2.333333333333333,9.615512665650747e-15,1.0415910558301468e-14,1.072290751912953e-14,,,147.58621416807392,108.74420581835133,68.14335058707853,84.28466243495785,-0.08945038080420231,0.2910763538044878,0.38231770676533167,0.27538577747224324,33092.84933330837,42224.589070494,25795.11812321241,36645.57115505577,,
4,,,,,,,-0.3570087982084759,0.2856872259274599,0.2616441282219677,0.23070931862955682,-0.6931471805599453,0.0,7459.595632934403,694.4086351809624,116.35953578058815,91.62580897464034,7458.169342795901,694.1943278127543,116.34473661297694,91.79954711096664,0.1155245300933242,0.19330951282643447,0.18483924814931876,0.1933095128264345,-2.333333333333336,1.8285281600652234e-14,1.1546319456101628e-14,1.600599794363901e-14,,,139.0285691273388,116.42374023677347,87.17246037644759,86.42992715619373,0.04102020579374499,0.2884547776647996,0.3928025783865477,0.25271207658216727,32294.10478993582,47893.62700863048,32811.089779519854,43172.3382310252,,
5,,,,,,,-0.3641211169068418,0.34306629415610607,0.3548793602307216,0.3135906541495319,-0.6931471805599453,0.0,6970.96557525288,295.99568072170473,79.58342375170308,60.19927556417358,6969.800779291493,295.84530375576554,79.51600291302971,60.156676001804264,0.269557236884423,0.19289064015042007,0.29406244023755507,0.18166125915342815,-2.333333333333332,3.644877884127164e-15,3.75457241055053e-15,3.809681701029253e-15,,,139.31706152298315,72.71183060182717,57.29052455698534,57.66316691481363,0.043829932602427936,0.3071969585815125,0.3210939606601448,0.2781253058474144,24466.38392741231,23217.172884462456,16657.879725003688,18903.68309428314,,
6,,,,,,,-0.4322846165233505,0.31750435998432547,0.378452671492599,0.2678391546001907,-0.6931471805599453,0.0,7132.274429768121,413.72402706466096,97.0639983677076,66.92631436892528,7130.78017035798,413.7237226080049,97.0866626895484,67.25719400308341,0.11552453009332427,0.21390986395435724,0.19804205158855595,0.2470018350727287,-2.3333333333333335,4.032529211514152e-15,3.0884385957754353e-15,3.253222546788189e-15,,,161.58650646312066,77.93126182936803,70.10790761088148,66.99723649609852,-0.0017456368087725262,0.24016627703806348,0.24783175331195684,0.22389919701306632,31919.424920825077,30792.775936031296,25456.957341286736,28045.579162397327,,
7,,,,,,,-0.4357751609967241,0.30817999340241947,0.3182987094780053,0.1787983325673781,-0.6931471805599453,0.0,7251.125230257474,331.40462222851846,73.34817720511369,54.44145882300609,7250.068804364305,331.4355973533057,73.34313046751673,54.83379332744203,0.26405606878474275,0.24700183507273027,0.38508176697774954,0.18865076766896374,-2.333333333333333,7.260182600617773e-15,8.599181972551212e-15,8.681315787248667e-15,,,129.252815655212,80.38046233337317,64.33893045515738,63.20428349210507,-0.003561804356872415,0.3021125190282294,0.3164252469960801,0.2439835498551057,22886.395222121515,29064.044087618055,18931.599810137395,25956.285675633382,,
8,,,,,,,-0.4931924830492775,0.3144251281438257,0.261813897814833,0.2444462757121478,-0.6931471805599453,0.0,7564.743552160704,383.54017462756104,83.3157892530546,70.65351458214765,7563.6369341274185,383.2893536255193,83.29465499095812,70.6463130172685,0.2310490601866448,0.23104906018664514,0.15403270679109946,0.18865076766895944,-2.3333333333333313,5.2417236435841505e-15,3.61327129832551e-15,4.399025338255599e-15,,,131.20345183375485,92.38378719198144,58.97703157460164,78.84059091950004,0.05007931927559049,0.29012792646030855,0.33511762251937155,0.2765258149967045,25378.033207463424,35197.381366514244,20275.62293295849,33664.59676635188,,
9,,,,,,,-0.47489748131924814,0.37320281448072024,0.468559061495148,0.345981104626637,-0.6931471805599453,0.0,6750.87255959099,372.9135783950779,78.44020887211826,68.54242027623265,6749.447963794926,373.01516889981474,78.35533077357626,68.59721045670507,0.184839248149313,0.25310156430918446,0.4620981203732826,1.660188721316071e-14,-2.3333333333333313,7.190705570794146e-15,6.055761952500854e-15,8.2554709881334e-15,,,151.44604894922568,77.89067542645874,66.13911338596435,58.784401904476724,0.04555439877533566,0.24678680395411895,0.2348955235674761,0.18187683051938014,28739.082307747736,29094.022443668233,23157.99977590356,26183.908687280844,,
