,ami.mean,ami.sd,ami_curvature,ami_detrended.mean,ami_detrended.sd,ami_first_critpt,approx_entropy,control_entropy,hist_ent_out_diff,hist_entropy,lz_complexity,sample_entropy,surprise.mean,surprise.sd
0,4.418295834054492,,-0.04071543568800966,4.084962500721156,,,-0.04255961441879519,,0.056361130913727076,0.9268953097940483,,,,
1,3.85538854220753,,0.10672135420764184,3.709147917027245,,,-0.04255961441879519,,0.03979973627783029,0.8708432593090552,,,,
2,3.5117265171541487,0.01460697591206543,0.10891318173951048,3.8088279664295146,0.06584659773717717,,-0.04255961441879519,,-0.007920678144147875,0.8696407592276891,,,,
3,4.084962500721155,,-0.03660060616550116,3.001629167387825,,,-0.04255961441879519,,-0.01686962569105732,0.8197696081157714,,,,
4,4.001725996505019,0.00013693705078233855,0.03787878787878828,3.310325448862761,0.08084636414611353,,-0.04255961441879519,,-0.05076457076455032,0.8197696081157712,,,,
5,3.40726822961739,,-0.10909090909090918,3.37581458369391,,,-0.04255961441879519,,0.0006401920049357024,0.8890227618292997,,,,
6,3.834962500721163,,0.04968785987798661,3.91829583405449,,,-0.04255961441879519,,-0.017510533434032527,0.9568806065800404,,,,
7,3.772055208874214,,0.01509227270104883,4.001629167387823,,,-0.04255961441879519,,0.13380883095435248,0.9075133071924373,,,,
8,4.168295834054497,,0.13250855119045013,4.136842188131011,,,-0.04255961441879519,,0.011690372092008627,0.8878202617479338,,,,
9,4.334962500721148,,-0.05926863644230789,3.918295834054489,,,-0.04255961441879519,,0.05012076470059523,0.967172857921529,,,,
10,3.8868421881310002,,0.009031666640442752,4.334962500721156,,,-0.04255961441879519,,-0.015441683161369846,0.9016104100595639,,,,
11,4.334962500721159,,-0.04625655304997124,4.105388542207534,,,-0.04255961441879519,,-0.016386172075389616,0.9509777094471673,,,,
12,4.213682518244154,0.05366466586558486,0.0046214963367576965,3.1703840124879887,0.2987329510633228,,-0.04255961441879519,,0.0015467150954328046,0.8937231588808074,,,,
