,ami.mean,ami.sd,ami_curvature,ami_detrended.mean,ami_detrended.sd,ami_first_critpt,approx_entropy,control_entropy,hist_ent_out_diff,hist_entropy,lz_complexity,sample_entropy,surprise.mean,surprise.sd
0,2.833678648148935,0.08138095102791397,0.005262499502014896,2.2572208684809634,0.03551954123787851,3.0,0.0008597692546539193,inf,-0.032261762039254016,0.9140528880036831,,inf,,
1,3.4975238922022043,0.05527303645024758,-0.01956204980851655,2.959696222340306,0.023845056664278372,2.0,-0.005420067469338541,,-0.043330865757124415,0.8908724863617611,,,,
2,2.403130124247328,0.3155032575746439,-0.0008687792977651497,1.4908604130465775,0.19990014712785983,7.0,0.001932435190008519,inf,-0.10555650212894419,0.8367714579897326,,inf,,
3,2.576067453235169,0.11441747755783609,-0.09710777780571575,3.674130553129408,0.051617112869796346,,0.254874773972797,3.871201010907891,-0.012490739918182059,0.933677577553511,,inf,,
4,4.20116466483445,0.04789238201407112,0.013665639233125304,3.8097568825558774,0.044716212239421946,,-0.009049835519917337,inf,-0.025061340497370077,0.9300148668670255,,,,
5,4.656608687826212,0.1287353172794704,-0.008681106165206998,1.429608055399189,0.11173449295415923,,-0.0012187691941294432,inf,-0.006984097002173839,0.9098469104164767,,,,
6,2.0749890669333007,0.19089056330548584,0.0010631936271483188,1.8932645399139105,0.10485535749127396,5.0,0.02812174442331461,4.127134385045092,-0.07245622345781011,0.8906422516292206,,2.9444389791664403,,
7,2.8249558954111156,0.283842299249668,-0.003901381123852183,0.7699294946188573,0.2851952334886277,8.0,0.05345195881999931,3.4290120698450326,-0.01030398957165346,0.9142724435954227,,inf,,
8,3.399631872054949,0.2407007172658294,-0.020069613583690377,1.6723596342256073,0.15518792970692355,6.0,0.00606127094179687,2.9444389791664403,0.026115206193099483,0.9122083364142008,,inf,,
9,3.179663229369523,0.22274661580478664,-0.008245417817661325,2.853328138826696,0.058238804951846045,,0.001261152212319594,inf,-0.017901756455767526,0.8894343913417875,,inf,,
10,3.0808466099991945,0.4043685716790716,0.0026508519241770297,1.6188715462017362,0.23902526159910684,4.0,-0.0010911075823356597,inf,-0.01478878919515858,0.9644157633303501,,,,
11,3.806945341518471,0.31660951148489747,-0.0033928272333521876,1.740456276178989,0.16999870185588295,4.0,0.025339904512148514,2.7892756410247954,0.0036815474572531315,0.9653718017373415,,inf,,
12,4.220862574732877,0.06863087200753117,-0.013515033267029138,3.725469526370251,0.056736452107331824,2.0,-0.009049835519917337,,-0.00234019415217801,0.9509618494694086,,,,
13,4.20843989849789,0.039138914175535285,-0.01318677852727805,3.8837575006302245,0.045899721516829695,,-0.009049835519917337,,-0.0205461634666102,0.9486405594162095,,,,
14,2.5715936086060687,0.2920206377937857,-0.006073545164945378,1.882999489109995,0.13347655196202385,3.0,0.002158318165478512,inf,-0.03749872419032174,0.937001834041418,,inf,,
15,3.2567511253394605,0.09559323554403068,0.018028678919295257,3.3491284522234652,0.10260713170483435,3.0,-0.00328407520118823,,-0.024488919589536806,0.9413756851064912,,,,
16,2.844052820582546,0.3539485399813353,-0.012252571424245894,1.345142051116626,0.31374272588734964,9.0,0.004954327556910165,3.6635616461296463,-0.057494467806957994,0.8864155753079165,,1.6094379124341003,,
17,2.517013210053362,0.32999307051040017,-0.0038337814291788375,1.2968737016456464,0.29802085051909255,10.0,0.007979520734696877,4.07753744390572,0.022375627629266703,0.8758799781932983,,inf,,
18,1.2797109087481617,0.17806589325773575,0.0022502876844118927,1.187295862600223,0.07917712443353159,2.0,0.8061979396567835,2.5268330066513087,-0.2318125949153692,0.6717924502738721,,2.4502210918001097,,
19,3.108853358910148,0.22367726152869097,-0.003920502462184365,1.5694737916414059,0.17189192645833828,7.0,0.0005695052889196361,inf,0.006279802176089477,0.9324158858982236,,inf,,
20,2.270524762167504,0.2777687757666704,0.004894100928698737,1.2027246386962558,0.2261796757297792,8.0,0.020073691824075368,inf,-0.07400725476006642,0.819034600242482,,inf,,
21,2.6522434304716045,0.39569334231261755,0.004199210696469648,1.3131800312293982,0.38214337407147014,13.0,-0.0010911075823356597,inf,-0.10973664218006107,0.8461043747216863,,,,
22,2.6236976632394997,0.03364919258005671,0.04342950156076912,3.6210738392015296,0.015107568429208507,,0.17522599640087044,inf,-0.049720980938041004,0.8586535795613903,,inf,,
23,2.467452861852513,0.3822980334940725,0.002131962509821925,1.2310877496597425,0.3771637077110847,13.0,-0.0010911075823356597,inf,-0.08552332213487523,0.826730929561592,,,,
24,1.2263574280146523,0.1542588671602297,-0.013618930497513561,1.2605239545201097,0.0738147616997399,2.0,0.686358628259355,2.6942482254191065,-0.2680313880516231,0.65457375230763,,2.5455312716044354,,
25,4.413051949646105,0.024429040143651683,-0.024741217326865784,4.051855459019427,0.021687120327091844,,0.01592844125701731,inf,0.00760858918576901,0.9559543851287484,,inf,,
26,2.1921173676719006,0.3444866250569903,0.00016611176299341076,1.1066522041460805,0.26621538217224505,5.0,0.011003063507041944,inf,-0.15077117324130784,0.789932382312079,,inf,,
27,2.2141530724090908,0.3407470260910783,-0.0022081760936538838,1.8497378902906803,0.17770170074264352,4.0,0.0004988964711456489,inf,0.01377559246845117,0.8232064170952396,,inf,,
28,3.504744721569781,0.19676437840229413,-0.007849670138600794,2.0173232008080624,0.1030849719649448,4.0,-0.00328407520118823,inf,0.013894606871780235,0.8685926001619295,,,,
29,3.971083658779806,0.15100505253017557,0.006539723068321864,1.8689502609173774,0.11421428938468081,5.0,-0.00328407520118823,inf,0.006941259201767358,0.9063236268312862,,,,
30,3.647662374476199,0.2280373870089506,0.019991862927889216,1.765042497420239,0.2499602094272658,4.0,-0.002743485945750024,inf,-0.025099492137017343,0.896051383177006,,,,
