,itrand_acf.mean,itrand_acf.sd,itrand_mean.mean,itrand_mean.sd,itrand_sd.mean,itrand_sd.sd,resample_first_acf_locmin.mean,resample_first_acf_locmin.sd,resample_first_acf_nonpos.mean,resample_first_acf_nonpos.sd,resample_std.mean,resample_std.sd,surr_tc3.mean,surr_tc3.sd,surr_trev.mean,surr_trev.sd
0,0.19557828579017417,0.25856805952085643,8625.952911231307,52.300957059290766,1269.3757626381544,33.98555022839247,2.5625,0.8394786533610125,2.1796875,0.7256123533964777,755.538803907383,267.3244891495581,0.9972683912689798,0.0016552639210042233,0.674684390828602,2.195163488397511
1,0.2646107322563778,0.2971525538735137,1562.2670250896058,24.75164886772391,450.45978061013443,18.1562948734849,2.6484375,0.6222874206170873,2.0078125,0.19826387213036567,172.07309643511144,71.4455895638354,1.0021952675252432,0.020888789867602824,0.0537206519003609,0.3109424598640209
2,0.22905043410156267,0.2852229577447402,2083.45741778193,5.333788695293435,288.15988562958455,3.1605493423564464,6.0859375,0.2813730045980521,3.703125,0.4586762019853619,110.35859507609533,43.09662434214466,0.9955841957498304,0.0022051436299167257,-0.34206881676012046,3.8855367752770267
3,0.20923300463308375,0.2243987144533968,3974.0044642857138,7.6219319402902945,66.02695299393868,4.854323390491288,2.5390625,0.9127473777505751,1.171875,0.39900220037677964,39.57412056787917,10.08199974392687,0.9992416255313379,0.00025094525227510085,-3.0519222108038075,12.069420133452432
4,0.1955092950178233,0.37623276127749367,8942.745535714288,93.92743625400412,845.1379269167794,47.900699796854056,2.421875,0.7275173510391296,1.9453125,0.422004846596791,251.2450099905845,102.63266322968406,1.0059500272263722,0.0025570370649443653,-0.00780478254187311,0.4574532522249057
5,0.3017160295556825,0.2557752990147059,3707.7121248986195,143.16715166668197,2639.4800934719533,18.820728104033726,3.96875,1.2916296243947694,3.265625,0.6814109377913832,253.59701633777829,146.2543050028051,0.9505120155043743,0.011164588722344585,-0.01622022015780515,0.11712831967666085
6,0.2670536280949975,0.2788569316062915,10023.445139613023,13.800565450329511,939.716090967851,12.762834960780728,5.21875,0.5164613087778861,3.1875,0.39184602471712554,608.5332584402983,170.969512078708,1.0009532391244766,0.000543200374931321,0.0365850418044745,0.4832675900961182
7,0.2392088946434338,0.2801647993025599,5909.186652763295,22.987383454770608,1294.9476252002776,13.562428188833904,4.984375,1.0938941131154611,3.1796875,0.5672643810012716,508.8374390800992,308.4790376458778,1.0096892029191573,0.0027545864993097613,0.026813919045491137,0.37486683302635715
8,0.22586641745409425,0.2883984459214453,1723.5402298850577,7.80132773254463,383.85008176949384,7.626622821426042,3.0,0.0,2.015625,0.12450690143095285,117.76121815048086,81.61943959578855,0.9826499982517561,0.006935802264442227,-0.026418269108904734,0.6120560940368325
9,0.25200156635596843,0.3024715831511161,2317.7647058823527,10.338264089642994,275.30193520880687,6.542033654022845,4.53125,1.2977114926324094,2.875,0.8418202998994706,89.9421731085163,25.515001043525626,1.0161377496906607,0.005092600323657234,-0.09964471628670013,0.5565863523982245
10,0.2409628379763686,0.2872872385633017,4195.7778815229785,53.719065971622605,1712.7035462332396,20.54572512154124,6.0,0.0,3.078125,0.26942268404342895,449.1004247470578,160.2948373710526,0.9902806033401961,0.002378714951287163,-0.008573388898884732,2.0541018859988536
11,0.24765649172044313,0.2712228299772523,5787.2407150562485,64.93528387494786,2325.0425486100467,34.32360734337286,6.0,0.0,3.0,0.0,397.10670003489406,194.84762091002057,0.9853567257940115,0.003817491989645016,0.01526829058117972,0.7047165961608916
12,0.2096993648580452,0.2501666172575845,8391.808035714286,55.34461168953361,1125.0866873552652,27.272098477811117,3.1875,1.2470437483249015,2.1640625,0.41197323798870433,541.0103829464846,137.9324949900755,1.0088551611622338,0.003525356461910837,0.03344259353154068,1.098867849858844
13,0.2246729758269482,0.2706234821185518,8932.71875,54.8564510827678,862.5721326543531,45.08747065515533,3.25,1.1011804689499585,2.109375,0.3601044249247622,528.93202937581,93.50672754106611,0.999643749154011,0.0029465580046247135,0.04435087039892177,2.462627454941805
14,0.2730763841165671,0.28257881278832186,6919.921793534932,45.2514481588433,2013.3321212210508,35.31984904593241,6.0,0.0,3.0,0.0,855.729981445357,247.12328927854122,0.9769494853179661,0.006121784988797928,0.03753399435824073,2.5434913242597434
15,0.2783137392216248,0.2615508471223658,8666.11391223156,42.766268808436195,1053.8806394122835,29.76862739993944,4.0546875,0.3617236459826647,3.0,0.0,756.0754831627835,70.06396670201539,0.997915502715474,0.001460375027984235,-0.07445224827584279,2.6398451902971356
16,0.2461397045734672,0.2858691693270655,1567.549211536466,7.709964040736764,238.80853442276774,7.929525704285484,5.3125,0.7290377651343763,4.1015625,0.3281982248628862,79.2741453964399,36.48050264654577,1.0010104836276188,0.002208245857946048,0.3318944931210895,2.486689067176604
17,0.2541730060040862,0.2938234194104703,1208.6355586679097,4.072771466051486,169.0464368394484,2.468284313073315,5.203125,0.6065180732907689,4.0703125,0.2566775528590926,68.51237256280582,36.82243965073101,1.0037801801274326,0.0023871308685258223,-0.320836434233448,3.7548030562835346
18,0.22868529311053729,0.2694266896415437,4068.1657848324517,2.996837702212809,120.24879374333639,2.3262973128232374,3.1015625,1.4517968435022683,2.8125,0.9861242035777693,87.51259245535118,64.18761524441207,0.9978036482672714,0.000812286263889126,0.13105784554570254,0.4319299781562539
19,0.2295268326653034,0.2995842017144493,4757.451397668211,12.07853182499661,809.3338258147635,8.544620122616536,4.4921875,0.5019033653891717,3.140625,0.5983491067456415,214.1879970410148,118.81941854870648,1.005456241262451,0.002070352381064087,0.12948415020988385,0.6658045515753499
