M4id,SMAPE,MASE,OWA
Y11530,0.2627756442389407,3.0614660584663604,1.0000040819938536
Y11531,0.22810903972058386,3.6929321201805734,1.0000323801297584
Y11532,0.24373550561022703,4.3823367760577705,1.6070516927876195
Y11533,0.05059597618826798,2.3527401280113733,0.9999756381477973
Y11534,0.1930663097544322,4.213805500158213,1.000196787281412
Y11535,0.20274932060933382,8.55603577218388,1.0000444512391224
Y11536,0.19401412491561856,3.9194676568549975,1.0960328697512067
Y11537,0.032724653041499074,2.2382120761369024,0.965038954048787
Y11538,0.0341428469694876,1.6646721542905545,0.9999981303965653
Y11539,0.0440123898941491,3.90698725296066,3.3545725742718435
Y11540,0.0412935022633956,1.622786953779322,0.7060104618669137
Y11541,0.13392762268726843,3.709533369320847,0.9999910445593394
Y11542,0.08707560827453442,3.1228262955129784,1.0000039867875503
Y11543,0.2516428073236161,7.2448122116857485,2.544689216577167
Y11544,0.025107975922720988,1.5966370876888387,1.2364087550301464
Y11545,0.09033143865920801,2.462073064456703,1.0787197794951884
Y11546,0.009576473408978266,1.7364149559409907,0.5192620962247798
Y11547,0.0795664831500627,1.6288525316031617,0.9999302678044184
Y11548,0.15696210599596733,2.6065054428304237,0.9999946577119829
Y11549,0.6045486532204964,6.299629366779874,1.0000071580576655
Y11550,0.13121285156762813,1.456749362022823,1.3043057616870155
Y11551,0.00800514910572908,0.37358673952400057,0.45019841936534555
Y11552,0.06545178350673166,2.526952995296753,0.5734449881818605
Y11553,0.1271224571943292,2.9972946683688977,0.9999999953663394
Y11554,0.11382181092604683,2.9144974596542967,0.7065451707342588
Y11555,0.02488373485362559,1.3696065342648536,0.4130730762791125
Y11556,0.1556687606940065,4.644003981765681,1.0000204440779967
Y11557,0.09248938938415248,4.886917420136284,2.1504076215751544
Y11558,0.20914395232123462,4.425116426926582,0.9999967991116121
Y11559,0.004761878627253879,0.5428320094072008,0.9999523596579012
Y11560,0.11093836273619646,4.8859622059807775,2.0063449441646024
Y11561,0.027685162924936585,1.801047861465408,1.5545704445820814
Y11562,0.04392520612309564,1.4378953710211866,1.0000002160193657
Y11563,0.03434688783114035,1.5983222724881014,0.7628150626522264
Y11564,0.026348528399000398,1.0759176183292603,1.3418762603394545
Y11565,0.0800839056770098,2.726672869928895,2.0099434731644834
Y11566,0.19031426262922524,3.1122302919407936,1.0000652960625183
Y11567,0.6283268996161987,2.576522549254416,1.0000277761056464
Y11568,0.1225867632152719,1.8743881286363224,0.635449637988731
Y11569,0.21466977238610177,2.6748256680315965,1.0000302149963414
Y11570,0.04103965096397811,0.5335522250727925,1.0001545161894647
Y11571,1.1504397109669406,11.520262581209682,4.540253235737904
Y11572,0.07730101328236998,3.572265739300392,0.999976295644142
Y11573,0.02417153375031331,1.22821087046124,0.4452111088571163
Y11574,0.09296917758668188,1.400411455743518,1.0061058796025892
Y11575,0.06579670707684054,3.047427504889518,0.9453487317238374
Y11576,0.24027735542510062,6.914016003808912,1.9807294703705631
Y11577,0.04592167758586554,3.244775683312148,1.6368180609153247
Y11578,0.06039454034316436,1.5683096245867452,0.29666233623205035
Y11579,0.2593444290520781,3.780719805244305,1.000026163820685
Y11580,0.1911804268954146,3.347295649087825,0.9999970061264627
Y11581,0.019034028182403778,1.3623867925416588,0.9835118994921456
Y11582,0.0439120123091595,1.030420159369704,0.7942417857453333
Y11583,0.046160610245892096,2.4052810290819506,0.779948224488147
Y11584,0.04659015406526298,0.8151131808695934,0.8113718387962805
Y11585,0.17127846374266675,2.457606580142706,1.0000009635737719
Y11586,0.18071040600735103,7.552729084314177,5.534657633719014
Y11587,0.05715344296609296,1.0484978240694793,0.2772813737339769
Y11588,0.1975144970695785,5.325586811736498,1.5153027066591531
Y11589,0.1852914885404744,2.9596226529912144,2.2168482527932483
Y11590,0.13303979262215557,4.0047453373415065,0.5912123567435921
Y11591,0.012709338120593367,2.862901838355185,1.414662488275335
Y11592,0.018638323137227856,1.149890963260003,1.000029764562052
Y11593,0.15054170119351715,4.8095457915736155,1.0000046397329754
Y11594,0.057327609207082936,3.3160940568189186,0.9556257134382762
Y11595,0.21370483282559352,2.5775264666915647,1.0000127439836635
Y11596,0.05359208576867163,3.7257396601757757,1.0000033285709993
Y11597,0.06800138956052872,2.6550449360388804,0.6230571407336354
Y11598,0.1039212142985123,2.0492697120631043,1.0000307281747918
Y11599,1.0637070154837838,23.75150609212464,2.7692801020729423
Y11600,0.2572970430996608,4.70908369105363,0.7642950149795615
Y11601,0.1842905374986787,2.1344966496544022,0.8395969133476974
Y11602,0.08204822961577654,1.8568509599468765,1.0000062902409703
Y11603,0.12455206299049117,2.466930503300373,1.0169779807627033
Y11604,0.1128407103294376,5.250509049488519,1.895917793588553
Y11605,0.0948570977193825,4.538185643152128,0.38522769942092117
Y11606,0.014668557092392037,0.9911876144374553,0.43765996467344315
Y11607,0.08066739155392952,1.854998181180333,1.0000080046584925
Y11608,0.06290460264744634,1.5288889205230891,0.9704416237484359
Y11609,0.03339130932155476,0.8597446021269215,0.49305973620843724
Y11610,0.0348327006051135,1.783947100256473,0.2851099539358799
Y11611,0.08927143879621102,4.243826800681776,0.3704068652596907
Y11612,0.06742807818841218,3.3263875827906464,0.6282278654772395
Y11613,0.16462340303982678,3.959150629170309,0.999996698794638
Y11614,0.09462243754758247,2.870867396256265,3.1993684366505972
Y11615,0.08619019326557682,2.5952032357522254,1.0346107289776185
Y11616,0.042875076178922535,2.1077717183243063,1.0105869705592192
Y11617,0.10097747362389142,3.5430041144280806,1.052491224289112
Y11618,0.06555849286435236,2.8438396495511697,3.257748552235698
Y11619,0.10226828548306122,4.29638857077345,0.8887285480773867
Y11620,0.11349392420918297,5.712101428093307,0.4134938535578657
Y11621,0.08227891023919895,4.053961037655148,2.5777116211926563
Y11622,0.050875129944610714,2.8195850801069047,0.7783714341727938
Y11623,0.07384803766617999,3.1364093312856807,0.9448214590117539
Y11624,0.09805277325613981,3.1273505793443137,4.115377628197191
Y11625,0.1839181736228901,5.534002217733969,0.6320497668037078
Y11626,0.14303874814836356,3.7850090393967157,0.5610932082430908
Y11627,0.08888132391936225,3.260134089760947,0.45501602824629694
Y11628,0.05622425998964117,2.650460777313147,0.2673862970019356
Y11629,0.08645291604703213,3.924104731992898,0.8398662085240316
Y11630,0.08247316266961693,4.304494149846116,0.676587864430749
Y11631,0.06038435808626693,2.117647564132688,0.32102278057512723
Y11632,0.14569995388003712,7.052170648370923,1.3000298731524849
Y11633,0.04135899743511251,2.1973933652602438,0.23834634727888449
Y11634,0.028874806903618395,1.5235242220034069,0.1379464835910143
Y11635,0.02829381800056639,1.5359933200558937,0.17261779412000372
Y11636,0.023775429477565373,1.2652754137589937,0.10773367348568058
Y11637,0.045902333515708604,2.3428738190646063,0.17174659172118148
Y11638,0.05301877390095459,3.0071970277896156,0.72641789689112
Y11639,0.012556472340196712,1.0890495020186552,0.5814745180749834
Y11640,0.008813987356559175,0.4889604602081537,0.25832426980552536
Y11641,0.2829400222234063,10.146819997270075,4.288190427613924
Y11642,0.2327171029184626,5.80262101256376,0.9998968346157677
Y11643,0.04899867846121803,2.696718992948351,0.5205397621529084
Y11644,0.030634237748611872,1.738566484148582,0.7944261170586904
Y11645,0.08225680007096058,3.957979714500639,1.2454897442114956
Y11646,0.05793870092946398,4.43338851979606,0.9182854020226139
Y11647,0.010243607692929386,0.6832668553367098,0.22838735138991023
Y11648,0.4046028353782662,4.037534477459195,0.8517025951754768
Y11649,0.02663518321548966,1.0883004450160354,1.0943473814224514
Y11650,0.10847603727959322,1.3265530289050458,0.9999997987810341
Y11651,0.054093788738578084,1.843888930907939,0.430651062428537
Y11652,0.6428595105933356,3.8081173964444583,0.9999568524551161
Y11653,0.0693697214580138,3.9532869880497117,0.5891613420994672
Y11654,0.2004982922435646,5.612682677266365,1.3291104612549605
Y11655,0.19136746868043386,6.780313018166216,1.7660972364620577
Y11656,0.059247132352889365,3.9155357570196534,0.4893986098637148
Y11657,0.23253217639692167,1.8612255322018607,0.9999404874620934
Y11658,0.0072859342713169515,0.6099812396379711,0.196637431327482
Y11659,0.08795906811644494,2.6770497489139817,1.7104774428555163
Y11660,0.15648664399882198,8.945017927024123,0.8599819626430303
Y11661,0.31784019773452393,8.77932504772975,0.8410484261625881
Y11662,0.18393608373190942,4.1016077616308815,2.640411417369765
Y11663,2.0,32.457304341395705,1.61503397831595
Y11664,0.019015949701965223,0.7259876469432531,0.8039429122289741
Y11665,0.08025333187578308,5.148968156257562,0.6813599015923946
Y11666,0.1840167039343581,9.459922227821872,1.048047596812712
Y11667,0.3620915628276018,3.72872821268326,0.9998997603473383
