,low_freq_power,ps_entropy,ps_freqs.mean,ps_freqs.sd,ps_peaks.mean,ps_peaks.sd,ps_residuals.mean,ps_residuals.sd
0,(0.0009139540619144543+0j),0.6288193610904887,3739.354862901449,891.4551597492023,0.16666666666666666,0.38924947208076144,(1236.310374660294+0j),(1366.189097941996+0j)
1,(0.034049526651629664+0j),0.6406697238360523,236574.1405368863,120915.18627109771,0.08333333333333333,0.28867513459481287,(79859.73738634138+0j),(91551.64859296191+0j)
2,(0.003370600682038365+0j),0.5167991581585573,20871.08567239224,16139.833613042347,0.08333333333333333,0.28867513459481287,(5261.169391176075+0j),(9049.877115296338+0j)
3,(0.049038973951173646+0j),0.6112332876272197,2724.1138438085086,1252.7606299144998,0.08333333333333333,0.28867513459481287,(873.9000383317208+0j),(1077.4296960255635+0j)
4,(0.01000917491715859+0j),0.6455269542495647,182.40820921504363,58.18944137959506,0.16666666666666666,0.38924947208076144,(63.653479952710335+0j),(68.71527179616855+0j)
5,(0.04056143808234879+0j),0.513448620212935,7915.492069449713,3537.4407874775907,0.08333333333333333,0.28867513459481287,(2042.9573962850072+0j),(3246.7671304262103+0j)
6,(6.302792975033185e-05+0j),0.5836444890427464,149.06147697177198,39.15850784697457,0.25,0.45226701686664544,(49.303445951696624+0j),(59.769878301807864+0j)
7,(1.8612223734730154e-06+0j),0.5093641194611577,27.556314865769153,8.848431430468727,0.16666666666666666,0.38924947208076144,(6.653503045638028+0j),(10.575527270370198+0j)
8,(0.00021335306274155436+0j),0.525748098445464,3287.204338040046,527.1431530933879,0.16666666666666666,0.38924947208076144,(852.3713985764417+0j),(1251.380500223186+0j)
9,(0.01595531626144983+0j),0.4378704178537834,22.495616358027235,11.261687909094746,0.08333333333333333,0.28867513459481287,(4.9176256089129495+0j),(9.194089240272742+0j)
10,(0.09261237515621686+0j),0.7352690277434247,8287.124293071985,73.04652474744132,0.3333333333333333,0.49236596391733095,(4085.7612593002227+0j),(2684.104000264376+0j)
11,(0.001570810620850468+0j),0.5170384455130217,2277.394387960315,1848.1885792884607,0.08333333333333333,0.28867513459481287,(575.6873147416345+0j),(996.7837596484324+0j)
12,(0.0037803151160775866+0j),0.6640401305384996,73.49196370768414,22.416975793986918,0.16666666666666666,0.38924947208076144,(26.487375627205044+0j),(25.89054449212263+0j)
13,(0.001127749057369162+0j),0.6355783731064995,678.6264480658133,98.1460343814363,0.16666666666666666,0.38924947208076144,(211.64389982319145+0j),(236.35412483142642+0j)
14,(3.34997816034201e-05+0j),0.5012433105667914,1432.0947031692149,330.87743926152046,0.25,0.45226701686664544,(398.72646069587523+0j),(589.4131468138867+0j)
15,(0.5237008456698214+0j),0.3465355506973921,3.519900281974209e-26,1.1105764527507076e-26,0.16666666666666666,0.38924947208076144,(6.417277497890587e-27+0j),(1.3865956685906325e-26+0j)
16,(0.0005490149533967341+0j),0.6243810229577006,48.5497645852426,0.9720394680802584,0.3333333333333333,0.49236596391733095,(18.442328948281105+0j),(19.353971648702544+0j)
17,(0.22792095190317382+0j),0.6311977749322971,670.8001261029918,211.27553733506863,0.16666666666666666,0.38924947208076144,(196.19630661154488+0j),(239.30927032859358+0j)
18,(0.00042293694614700954+0j),0.6485390231660766,26838.562842557156,2876.07553457433,0.3333333333333333,0.49236596391733095,(10666.966033670744+0j),(10167.379840645255+0j)
19,(0.005696576801427889+0j),0.5714902259058887,4094.609473070507,136.30048809295445,0.25,0.45226701686664544,(1411.5671484576123+0j),(1715.827363196535+0j)
20,(1.950334739585464e-06+0j),0.5996696489032104,274422.77746264276,104614.92647639131,0.08333333333333333,0.28867513459481287,(96488.23346049065+0j),(112229.17608656021+0j)
21,(0.01576360043926327+0j),0.688151623147953,501.4834238784142,18.654307022424337,0.3333333333333333,0.49236596391733095,(224.8215186810916+0j),(187.02659633990928+0j)
22,(0.0015599328168003595+0j),0.5845539794325559,4444.818302060342,870.3879109435005,0.16666666666666666,0.38924947208076144,(1416.5066832716575+0j),(1719.0999918332166+0j)
23,(2.15065809495886e-05+0j),0.6528197870302256,134.92005804982006,27.670771196936975,0.16666666666666666,0.38924947208076144,(49.780362015146096+0j),(49.24607568421273+0j)
24,(0.025597473377753813+0j),0.7697202155485612,4575.585138292945,968.8119070626832,0.16666666666666666,0.38924947208076144,(2500.4813362251+0j),(1210.4581880810565+0j)
25,(0.01865233628706522+0j),0.7205463906205095,2518.016209811426,527.5632756196948,0.16666666666666666,0.38924947208076144,(1050.0281742229856+0j),(799.2592263414372+0j)
26,(0.001631168427540365+0j),0.6137172997901411,60.59544824472425,13.334080377023076,0.18181818181818182,0.4045199174779452,(22.057199884631565+0j),(23.61745983445361+0j)
27,(0.007476615394870433+0j),0.5875163095590351,6685.58816661288,923.5549959224758,0.16666666666666666,0.38924947208076144,(1884.287674828977+0j),(2426.6765711809035+0j)
28,(0.007022611190461714+0j),0.6225353217118886,394.7174564655826,96.47778396001668,0.25,0.45226701686664544,(130.35545686815334+0j),(149.41525683739835+0j)
29,(0.05489585723995056+0j),0.7205809326734047,1680.7973760019358,265.98830665514157,0.16666666666666666,0.38924947208076144,(682.4889966979761+0j),(537.4412692979646+0j)
30,(0.0007221958789294339+0j),,,,,,(1861.3870069757986+0j),(2837.661083062152+0j)
31,(0.00043293392800207794+0j),0.6420352347529218,3656.823689082241,1417.2551750758355,0.08333333333333333,0.28867513459481287,(1361.9364707057757+0j),(1406.845333892282+0j)
32,(0.008593886339906123+0j),0.6853584843802103,4942.224321787128,438.964326437151,0.16666666666666666,0.38924947208076144,(1927.3162119683045+0j),(1721.335581398329+0j)
33,(0.07188475856564974+0j),0.6944400810022848,630.2758856345438,126.44019451526135,0.25,0.45226701686664544,(272.0746571885998+0j),(226.10221389596623+0j)
34,(7.824282349748616e-07+0j),0.5601635208097321,5850.1359454343265,866.6871140066296,0.25,0.45226701686664544,(1811.533716649011+0j),(2380.126056052329+0j)
35,(0.007766980553293431+0j),,,,,,(1750.2090633620098+0j),(1597.082859415665+0j)
36,(0.4588899191510609+0j),0.5020945875178181,5.240550876225424e-26,3.2618471317190126e-26,0.08333333333333333,0.28867513459481287,(1.2529126683712412e-26+0j),(2.1690869320509943e-26+0j)
37,(0.0023462317927269495+0j),0.6313404447341353,18719.571643817137,78.45853050828217,0.3333333333333333,0.49236596391733095,(6927.714894891697+0j),(7104.6443692127405+0j)
38,(0.10141704108195175+0j),0.6374003987748655,698.0578465655778,80.45829245096938,0.25,0.45226701686664544,(243.29505890510697+0j),(267.75004718346247+0j)
39,(0.0026333843529784827+0j),0.49569884411032006,3111.2796992440635,1889.4287903013221,0.08333333333333333,0.28867513459481287,(753.9364723612879+0j),(1281.4678145517344+0j)
40,(0.005253735839274489+0j),0.6742651457768672,276.31862337785674,21.003061428441,0.3333333333333333,0.49236596391733095,(118.98468217425447+0j),(105.2040987989181+0j)
41,(0.028883927301406025+0j),,,,,,(260.9364305068115+0j),(251.02006072789504+0j)
42,(0.22362407475499715+0j),0.5621728093121943,151.68515239442118,58.29854715155282,0.08333333333333333,0.28867513459481287,(42.2581707780954+0j),(58.7258935723902+0j)
43,(0.29625318206459234+0j),0.3936039892987529,263.5337965414369,96.61978533626565,0.08333333333333333,0.28867513459481287,(56.138265911732155+0j),(106.41113156259408+0j)
44,(0.054408081514236095+0j),0.6952414390594324,1355.7335306219468,203.13727033289962,0.25,0.45226701686664544,(527.1340779647155+0j),(456.10869125039534+0j)
45,(0.25651692181384417+0j),0.5713530599683925,1782.6702178985,542.2518143487948,0.16666666666666666,0.38924947208076144,(469.4108604203174+0j),(659.1008449056192+0j)
46,(0.0007756643929735847+0j),0.583659542475617,2763.081034464971,629.0697563896423,0.16666666666666666,0.38924947208076144,(883.9342735618606+0j),(1076.4044863524944+0j)
