,acf.mean,acf.sd,acf_detrended.mean,acf_detrended.sd,acf_diff.mean,acf_diff.sd,acf_first_nonpos,acf_first_nonsig,autocorr_crit_pt.mean,autocorr_crit_pt.sd,autocorr_out_dist.mean,autocorr_out_dist.sd,first_acf_locmin,gen_autocorr,gresid_autocorr.mean,gresid_autocorr.sd,gresid_lbtest.mean,gresid_lbtest.sd,pacf.mean,pacf.sd,pacf_detrended.mean,pacf_detrended.sd,pacf_diff.mean,pacf_diff.sd,tc3,trev
0,-0.04591897246463581,0.3595630197861539,-0.040433647707278975,0.2831921562804582,-0.06131757700351774,0.23144847074799313,2,1,5.0,3.0,0.41873068954845,0.2561641046640598,3.0,1961203.4046867786,-0.055470854193678656,0.44772306716719973,0.02764006741563618,0.05545474904207506,0.07899254092600184,0.5916272650666778,-0.26887639393209517,0.32015168127458365,-0.26887639393209517,0.32015168127458365,1.0308966764925278,-0.9469339251157918
1,0.11541506467230461,0.2538204700506223,-0.05119464264147085,0.32052528706677036,-0.09421334041725134,0.3278651244453865,2,1,4.8,2.8635642126552705,0.3108127876426241,0.20217649567297136,2.0,48697375.67933836,-0.06657349469608374,0.4010760619993113,0.12285277692202941,0.33815882131524105,0.48757138899899943,0.8546255200492957,0.05907930113306037,0.8160958804688638,0.05907930113306037,0.8160958804688638,1.3855578471408432,1.6040262038511413
2,0.213367907903834,0.42922695419798046,-0.023724077952623605,0.4177234833192733,-0.07019118338731396,0.35625176537007675,2,1,5.0,3.0,0.42503641147368776,0.3001148687563769,3.0,51258099.1258211,-0.10171512481289015,0.4830939871876192,0.04369812366024074,0.11727389116228833,0.25199027498024257,0.8258541050011308,-0.40579226380799466,0.6571315981800451,-0.40579226380799466,0.6571315981800451,1.0862727705424795,0.4750334530469616
3,0.24105874783423795,0.47656311107856647,-0.047680853962639796,0.2624084326809664,-0.04349865493558673,0.2778114070473526,2,1,5.333333333333333,3.055050463303893,0.25567649234895273,0.1391755951936987,3.0,93112461.66431007,-0.055312205753495824,0.31462889066598126,0.22734379816299344,0.27108500007977937,0.3508624965945332,0.6177235142360369,-0.19423803719950708,0.43267089721965374,-0.19423803719950708,0.43267089721965374,1.0356204947351173,1.3230068760831355
4,-0.03137630060889308,0.4518039485400834,-0.030532131526016863,0.1862327218396509,-0.04281013140730227,0.18225733821451187,2,1,5.333333333333333,3.055050463303893,0.1703086788696259,0.15211950777282418,3.0,2139644.792555714,-0.09183310822620587,0.28757929433064605,0.20564057573890204,0.13873942891749205,-0.08248234409217708,0.856830516763371,-0.40237495322120326,0.5263831982882256,-0.40237495322120326,0.5263831982882256,1.0066261172148474,-0.9001034100235821
5,0.01047556465086432,0.38246043310822786,-0.02864459025192212,0.27726734748186865,-0.06747671325515926,0.26241483302465496,2,1,4.333333333333333,3.511884584284246,0.12209896021455896,0.08935345604260565,2.0,43651836.08499427,-0.055240153792850036,0.28669908907707015,0.09792529888840781,0.2271595253413927,0.2931317602727221,0.8859672683847849,-0.21907993341480378,0.663376392155779,-0.21907993341480378,0.663376392155779,1.0298711574726132,1.3421244918079422
6,0.21572268581826803,0.4639438440207891,-0.04254601184103679,0.25864447335064084,-0.06756140321405875,0.2426904834281382,1,1,5.0,3.1622776601683795,0.3651255467448522,0.21968656985368004,2.0,1182452.343810057,-0.04146356954464392,0.2959314129180533,0.1376504416984502,0.0828950920551551,0.5179460106402981,0.45035564515002924,-0.7258390914180094,0.3657481993752818,-0.7258390914180094,0.3657481993752818,1.0601008726396812,0.6354449190669497
7,0.2111350984882695,0.4104812150358134,-0.04736036413990361,0.25552684103739853,-0.050785764656957035,0.25643939088917056,1,1,4.0,2.5495097567963922,0.31645734047411694,0.2620692031160823,2.0,989064.6108756483,-0.042407020860099606,0.3185816616942948,0.18946864004653055,0.09157267133314213,0.4644645171554089,0.4373675582660374,-0.4877272329983027,0.19190950517631103,-0.4877272329983027,0.19190950517631103,1.0093539875399848,0.6247515532359011
8,0.22428199296476367,0.4513547042702813,-0.04131728364170784,0.2322918017921427,-0.05485789308292884,0.23955518553226132,1,1,4.4,2.701851217221259,0.19867829098841294,0.09974613926932395,2.0,93885436.79618871,-0.0469408595351509,0.27090981112621965,0.34138246536292016,0.10831768405690924,0.6107124671024806,0.3807871349109523,-0.5886091228728875,0.03629206995382352,-0.5886091228728875,0.03629206995382352,1.0202815058379153,0.9093171620029127
9,0.23034529396266512,0.4694056878019298,-0.012290318187899217,0.39710720755202733,-0.0335665386895553,0.46326050762683507,3,2,6.0,4.242640687119285,0.058289831264750444,0.04760339811868185,4.0,1284033.7927579589,-0.015560025121623106,0.37717130313193487,0.005044332737835209,0.009255940172564545,0.18787265761508956,1.136318620408322,-0.37105886737106236,1.0568564730295782,-0.37105886737106236,1.0568564730295782,0.9742280592098828,-1.6683484309321852
